index_date,ggbr4_(real),car_production,volume
2018-08-01,-0.4263898665068986,197683.802692635,208441905.727954
2018-09-01,1.2334417275469995,173813.221054954,134759913.838738
2018-10-01,-0.8854655550467001,202924.834820173,186735987.799673
2018-11-01,-1.2933396362527994,182136.148564795,162383457.417103
2018-12-01,-0.2687182669672996,157964.086769129,175167837.855004
2019-01-01,-0.09527464552640019,182335.716494372,232575982.687125
2019-02-01,0.6441364672225003,186084.148138275,307379930.888361
2019-03-01,-0.9817030128879001,169893.074128245,342050472.36539
2019-04-01,-0.4719015701542997,196391.164740161,286096753.585741
2019-05-01,0.1508614925684988,198502.468646411,265472730.619583
2019-06-01,0.7599362165274002,186636.49082391,205914027.589383
2019-07-01,-1.4782087080062993,194487.405559664,195021307.829363
2019-08-01,-0.3990162434790001,190102.189192242,218460205.585427
2019-09-01,0.34967279501860027,188731.483896559,177259309.645044
2019-10-01,0.4297009370342,199212.47405392,241154326.294385
2019-11-01,3.1428810886592995,186313.020060262,220183833.852295
2019-12-01,3.121942373270599,184145.961766862,248244255.338055
2020-01-01,-0.8812909597683998,173222.775977203,256258520.957462
2020-02-01,-1.8946554573644008,187525.632199672,210346518.295711
2020-03-01,-7.953783265540048,129920.190941191,379231544.292675
2020-04-01,2.2178798183941506,46579.6154173652,280087301.196965
2020-05-01,1.870415413324599,43527.6375012851,302453153.668788
2020-06-01,2.1358677818901004,107680.117219218,289961826.54837
2020-07-01,1.4323414250224005,134762.102379144,296071862.709275
2020-08-01,2.3414919377927,136684.797986697,286383197.106338
2020-09-01,1.7951162367529,162412.915151119,317391058.452452
2020-10-01,1.2339699592420992,162981.346271894,306911826.145977
2020-11-01,0.30306310977519857,167087.98016295,299781705.766857
2020-12-01,1.8033582104102024,164323.984751583,304824077.528707
2021-01-01,-2.0287451516077013,149566.90702429,281234522.960636
2021-02-01,3.8528315642364994,149034.898643602,351135537.530425
2021-03-01,3.156637809100001,140539.487502459,330614650.771229
2021-04-01,3.547228745708498,133508.070591484,248508952.315954
2021-05-01,-0.29781776402959537,141695.35191506,218237463.561563
2021-06-01,-3.5942167094650017,139209.645519095,232486368.40015
2021-07-01,1.1708744255710997,124102.390846841,270219823.219248
2021-08-01,-1.6847431794706011,115896.563600083,256335513.650681
2021-09-01,-1.050805568546398,110760.050603659,291138726.104681
2021-10-01,0.012531827261298645,113247.402121345,238958939.720056
2021-11-01,0.0,128674.884067496,263952517.847676
2021-12-01,0.0,125806.088061708,259360851.605205
2022-01-01,0.0,170940.460653317,263562569.837583
2022-02-01,0.0,176637.57723359,273164958.127444
2022-03-01,0.0,165499.496395472,293235983.774808
2022-04-01,0.0,173172.508907579,269290158.740933
2022-05-01,0.0,165692.879154511,271769789.718936
2022-06-01,0.0,157027.211750278,286227013.222841
2022-07-01,0.0,144738.787379328,281827402.583451
2022-08-01,0.0,143932.776559238,287229610.349828
